customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,is_new_customer,num_services,avg_monthly_spend,is_high_value,is_month_to_month,tenure_bucket_13-24,tenure_bucket_25-48,tenure_bucket_49-60,tenure_bucket_61-72,churn_probability,risk_segment
5242-UOWHD,0,1,1,45,1,0,20.35,929.2,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,20.64888888888889,0,0,False,True,False,False,0.006917907156808191,Low Risk
2482-CZGBB,0,0,0,10,1,1,70.0,740.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,74.0,0,1,False,False,False,False,0.7779674922795188,High Risk
6479-SZPLM,0,1,1,36,1,0,19.45,754.5,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,20.95833333333333,0,0,False,True,False,False,0.008974208643422167,Low Risk
8097-VBQTZ,0,0,0,54,1,1,69.9,3883.3,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0,4,71.91296296296296,0,1,False,False,True,False,0.17705279588052353,Low Risk
4500-HKANN,0,1,1,23,1,0,59.7,1414.2,0,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,0,2,61.48695652173913,0,0,True,False,False,False,0.058226142408114044,Low Risk
9917-KWRBE,0,1,1,41,1,1,78.35,3211.2,0,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,0,4,78.32195121951219,0,0,False,True,False,False,0.18841025794530988,Low Risk
3420-ZDBMA,1,0,0,5,1,1,71.45,371.6,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,74.32000000000001,0,1,False,False,False,False,0.8080340258185845,High Risk
2212-LYASK,0,1,1,27,0,1,45.85,1246.4,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False,0,3,46.162962962962965,0,0,False,True,False,False,0.2566376409039947,Low Risk
1393-IMKZG,0,0,0,1,1,1,95.85,95.85,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1,3,95.85,1,1,False,False,False,False,0.8356016571639684,High Risk
8069-RHUXK,0,1,1,67,0,0,35.7,2545.7,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0,2,37.9955223880597,0,0,False,False,False,True,0.03953340543898458,Low Risk
3398-GCPMU,1,1,1,72,1,1,89.55,6448.85,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,6,89.56736111111111,0,0,False,False,False,True,0.02765930297843082,Low Risk
2908-WGAXL,0,1,1,56,1,1,24.95,1468.9,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,26.230357142857144,0,0,False,False,True,False,0.050212409156627995,Low Risk
3378-AJRAO,0,1,1,44,1,0,24.85,1013.6,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0,23.036363636363635,0,0,False,True,False,False,0.02802223916554223,Low Risk
1013-QCWAM,1,1,0,66,1,1,100.8,6690.75,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0,3,101.375,1,1,False,False,False,True,0.6221559276089993,High Risk
0866-QLSIR,0,0,0,34,1,1,64.4,2088.75,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,0,3,61.43382352941177,0,0,False,True,False,False,0.14751402663652424,Low Risk
6050-FFXES,0,1,0,69,1,0,105.35,7240.65,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,4,104.93695652173912,1,0,False,False,False,True,0.20409096407603744,Low Risk
7181-BQYBV,0,1,1,1,1,1,102.45,102.45,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,1,4,102.45,1,1,False,False,False,False,0.8219110446334866,High Risk
0362-RAOQO,0,0,0,40,1,0,19.65,830.25,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,20.75625,0,0,False,True,False,False,0.014566893459636111,Low Risk
9554-DFKIC,0,1,1,30,1,1,54.45,1588.7,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,52.95666666666667,0,1,False,True,False,False,0.25789802043833093,Low Risk
5527-ACHSO,0,0,0,11,1,0,70.5,829.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0,3,75.39090909090909,0,1,False,False,False,False,0.41881693087596883,Medium Risk
0829-DDVLK,0,0,0,15,1,0,20.1,302.45,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,20.16333333333333,0,0,True,False,False,False,0.05621964025483299,Low Risk
1399-UBQIU,0,0,0,11,1,1,69.35,712.25,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,3,64.75,0,1,False,False,False,False,0.4845743865095221,Medium Risk
1813-JLKWR,0,1,1,64,1,0,19.8,1336.65,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,20.88515625,0,0,False,False,False,True,0.0334636244494302,Low Risk
0336-PIKEI,1,1,0,72,1,0,74.4,5360.75,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0,5,74.45486111111111,0,0,False,False,False,True,0.0821189031638821,Low Risk
7322-OCWHC,1,1,0,72,1,1,93.05,6735.05,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,0,4,93.54236111111112,1,0,False,False,False,True,0.08245100007913461,Low Risk
9537-VHDTA,0,0,1,1,1,0,51.2,51.2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,51.2,0,1,False,False,False,False,0.6188254405434295,High Risk
4957-TIALW,0,0,1,15,1,0,65.6,1010.0,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,0,4,67.33333333333333,0,0,True,False,False,False,0.16031152120890044,Low Risk
2054-PJOCK,0,0,0,60,1,0,80.55,4847.05,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,4,80.78416666666666,0,0,False,False,True,False,0.1542593072367417,Low Risk
9150-HEPMB,0,0,0,56,1,0,52.7,3019.7,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0,2,53.92321428571428,0,0,False,False,True,False,0.10122691703177589,Low Risk
9030-QGZNL,0,0,0,8,1,0,20.85,161.65,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,20.20625,0,0,False,False,False,False,0.04015651901097153,Low Risk
6204-IEUXJ,0,0,0,3,1,0,80.1,217.55,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1,2,72.51666666666667,0,1,False,False,False,False,0.7650945397134953,High Risk
3126-WQMGH,0,1,0,49,1,1,52.15,2583.75,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,52.72959183673469,0,1,False,False,True,False,0.282985308434668,Low Risk
4529-CKBCL,0,0,0,2,1,1,80.2,146.05,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,73.025,0,1,False,False,False,False,0.8637127326666252,High Risk
2506-CLAKW,0,0,0,6,1,1,98.15,567.45,1,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,1,5,94.575,1,1,False,False,False,False,0.8361854496785438,High Risk
7176-WRTNX,0,0,0,70,1,1,114.95,7711.25,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,110.16071428571428,1,0,False,False,False,True,0.24792853566937134,Low Risk
1583-IHQZE,0,0,0,12,1,1,112.95,1384.75,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0,5,115.39583333333331,1,1,False,False,False,False,0.7669250880578794,High Risk
5732-IKGQH,1,1,0,52,1,1,104.45,5481.25,0,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0,5,105.40865384615384,1,0,False,False,True,False,0.4774187050953627,Medium Risk
9239-GZHZE,0,1,0,72,1,1,113.65,8124.2,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,6,112.83611111111112,1,0,False,False,False,True,0.048685626534476924,Low Risk
7205-BAIAD,0,0,0,40,1,1,20.6,827.3,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,20.6825,0,0,False,True,False,False,0.011805196810330395,Low Risk
0151-ONTOV,0,0,0,1,1,0,70.9,70.9,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,70.9,0,1,False,False,False,False,0.8829710427532734,High Risk
4140-MUHUG,1,0,0,3,1,1,86.85,220.95,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,2,73.64999999999999,0,1,False,False,False,False,0.8699537109644766,High Risk
0093-EXYQL,1,0,0,40,1,1,91.55,3673.6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,2,91.84,1,1,False,True,False,False,0.6613193682730303,High Risk
8064-RAVOH,0,0,1,1,1,1,49.85,49.85,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1,1,49.85,0,1,False,False,False,False,0.7758736452315074,High Risk
0219-QAERP,0,1,0,30,1,0,19.8,576.65,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,19.221666666666668,0,0,False,True,False,False,0.022441001227100087,Low Risk
0320-JDNQG,0,1,1,23,1,1,99.85,2331.3,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0,4,101.3608695652174,1,1,True,False,False,False,0.7136706275353822,High Risk
7180-PISOG,0,1,1,1,1,1,74.5,74.5,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,74.5,0,1,False,False,False,False,0.910612716884642,High Risk
9168-INPSZ,1,1,0,44,1,0,104.15,4495.65,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,4,102.17386363636363,1,1,False,True,False,False,0.664602211957006,High Risk
3571-RFHAR,0,0,0,65,1,1,109.15,6941.2,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0,5,106.78769230769232,1,1,False,False,False,True,0.5520367015964225,Medium Risk
0015-UOCOJ,1,0,0,7,1,1,48.2,340.35,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,1,48.621428571428574,0,1,False,False,False,False,0.606879112940497,High Risk
5334-AFQJB,1,0,0,72,1,1,25.1,1789.9,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,24.859722222222224,0,0,False,False,False,True,0.00925131331740105,Low Risk
2754-SDJRD,1,0,0,8,1,1,100.15,908.55,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,0,3,113.56875,1,1,False,False,False,False,0.8298004570177008,High Risk
9578-VRMNM,0,0,0,16,1,1,65.2,1043.35,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,2,65.209375,0,1,True,False,False,False,0.4962858860441022,Medium Risk
1587-FKLZB,1,1,1,66,1,1,99.5,6822.15,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0,3,103.36590909090908,1,1,False,False,False,True,0.5598524158497841,Medium Risk
6140-QNRQQ,0,0,0,1,1,1,71.55,71.55,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,71.55,0,1,False,False,False,False,0.8820673045423733,High Risk
8963-JLGJT,0,0,1,3,1,0,55.9,157.55,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,52.51666666666667,0,1,False,False,False,False,0.5292731102577507,Medium Risk
4307-KTUMW,0,1,0,53,1,0,93.9,5029.2,1,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,3,94.89056603773584,1,1,False,False,True,False,0.5682803075126487,Medium Risk
1465-LNTLJ,1,1,0,8,1,1,64.4,581.7,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0,3,72.7125,0,1,False,False,False,False,0.4070574197502079,Medium Risk
5440-FLBQG,1,1,0,69,1,1,108.4,7318.2,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,5,106.0608695652174,1,0,False,False,False,True,0.3905158448936636,Medium Risk
2135-DQWAQ,0,0,0,5,1,1,85.3,420.45,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,2,84.09,0,1,False,False,False,False,0.8362830583055593,High Risk
4056-QHXHZ,0,1,1,72,1,0,107.45,7576.7,0,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,0,5,105.23194444444444,1,0,False,False,False,True,0.09299541332366848,Low Risk
7470-MCQTK,0,1,0,13,0,1,48.75,633.4,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,3,48.72307692307693,0,1,True,False,False,False,0.5105627896519861,Medium Risk
7488-MXJIV,0,0,0,4,1,1,85.65,321.65,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,80.4125,0,1,False,False,False,False,0.8871014636334079,High Risk
7401-JIXNM,0,1,1,54,1,0,91.3,4965.0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,6,91.94444444444444,1,0,False,False,True,False,0.04810333473339711,Low Risk
9339-FIIJL,0,1,0,72,1,0,85.95,6151.9,0,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,5,85.44305555555555,0,0,False,False,False,True,0.022008674008689576,Low Risk
2027-FECZV,0,0,0,12,1,1,106.7,1253.9,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0,4,104.49166666666667,1,1,False,False,False,False,0.82139985288343,High Risk
2672-DZUOY,0,0,0,1,0,1,25.15,25.15,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,25.15,0,1,False,False,False,False,0.8224601162145545,High Risk
4706-DGAHW,1,0,0,1,1,0,45.2,45.2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,45.2,0,1,False,False,False,False,0.7908577609988066,High Risk
3870-MQAMG,0,1,0,54,1,0,110.35,5893.15,1,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0,5,109.1324074074074,1,0,False,False,True,False,0.5009007429352118,Medium Risk
6670-MFRPK,0,1,1,69,1,1,79.2,5420.65,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0,1,78.56014492753623,0,0,False,False,False,True,0.08434364115387322,Low Risk
6177-PEVRA,0,0,0,48,1,0,55.5,2627.35,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0,2,54.73645833333333,0,0,False,True,False,False,0.07365709930657521,Low Risk
4800-CZMPC,0,1,1,48,1,1,103.25,5037.55,1,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0,4,104.94895833333334,1,0,False,True,False,False,0.44509299287394866,Medium Risk
4813-HQMGZ,0,1,0,8,1,1,90.25,743.75,0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,2,92.96875,1,1,False,False,False,False,0.7901623599784426,High Risk
7579-KKLOE,0,1,1,71,1,1,91.25,6589.6,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,6,92.8112676056338,1,0,False,False,False,True,0.025236755906871425,Low Risk
7377-DMMRI,0,0,0,2,1,1,47.8,92.45,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,46.225,0,1,False,False,False,False,0.7557462117201159,High Risk
8402-EIVQS,0,1,0,67,1,1,100.9,6733.15,0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,0,4,100.494776119403,1,0,False,False,False,True,0.32927567605900687,Medium Risk
4947-DSMXK,0,1,1,34,1,1,97.7,3410.0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0,3,100.29411764705884,1,1,False,True,False,False,0.658567411565551,High Risk
7245-NIIWQ,0,0,0,3,1,1,69.85,199.85,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,66.61666666666666,0,1,False,False,False,False,0.7742447717925954,High Risk
0002-ORFBO,0,1,1,9,1,1,65.6,593.3,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0,3,65.92222222222222,0,0,False,False,False,False,0.24323982926543078,Low Risk
3324-OIRTO,0,1,1,71,1,1,104.65,7288.4,0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0,5,102.65352112676057,1,0,False,False,False,True,0.2509898813473112,Low Risk
5414-OFQCB,0,0,0,57,1,1,90.45,5229.8,0,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,0,2,91.75087719298246,1,0,False,False,True,False,0.1447519084148252,Low Risk
4967-WPNCF,0,0,0,72,0,1,63.7,4464.8,0,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,62.01111111111111,0,0,False,False,False,True,0.014475528014974435,Low Risk
8552-OBVRU,1,1,1,48,1,1,104.5,5068.05,0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0,5,105.584375,1,1,False,True,False,False,0.4859218752326224,Medium Risk
8499-BRXTD,0,0,0,18,1,0,20.1,401.85,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,22.325000000000003,0,0,True,False,False,False,0.04183026073214074,Low Risk
9154-QDGTH,0,1,1,43,1,1,104.3,4451.85,0,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,4,103.53139534883722,1,0,False,True,False,False,0.43451136457152195,Medium Risk
8197-BFWVU,0,1,1,72,1,1,93.25,6688.95,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,92.90208333333334,1,0,False,False,False,True,0.016984428832799894,Low Risk
2577-GVSIL,0,1,1,35,1,1,73.45,2661.1,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,0,3,76.03142857142856,0,0,False,True,False,False,0.2379416314763541,Low Risk
9367-OIUXP,0,0,0,4,1,0,20.7,73.05,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,18.2625,0,1,False,False,False,False,0.20761517004448665,Low Risk
6770-UAYGJ,0,1,1,49,1,0,25.25,1211.65,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,24.727551020408164,0,0,False,False,True,False,0.020450142943307655,Low Risk
6463-HHXJR,0,1,1,71,1,0,100.5,7030.65,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,0,4,99.02323943661972,1,0,False,False,False,True,0.08792044581711074,Low Risk
7928-VJYAB,0,1,1,11,1,0,90.6,1020.2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,2,92.74545454545456,1,1,False,False,False,False,0.7898923871723241,High Risk
1187-WILMM,0,1,1,63,1,1,89.4,5597.65,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0,6,88.8515873015873,0,0,False,False,False,True,0.024437784130503345,Low Risk
9776-OJUZI,1,0,0,65,1,1,95.45,6223.3,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,0,3,95.74307692307691,1,1,False,False,False,True,0.45906526234872125,Medium Risk
1306-RPWXZ,0,0,1,49,1,0,20.45,1024.65,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,20.91122448979592,0,0,False,False,True,False,0.028725012537917594,Low Risk
8949-JTMAY,0,0,0,29,1,1,98.6,2933.2,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0,3,101.14482758620689,1,1,False,True,False,False,0.7205815363332656,High Risk
2774-LVQUS,1,1,0,15,1,1,83.05,1258.3,1,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,0,2,83.88666666666667,0,1,True,False,False,False,0.771441542217056,High Risk
3097-PYWXL,0,1,1,4,1,1,19.95,82.9,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,1,0,20.725,0,1,False,False,False,False,0.2184370756683161,Low Risk
2266-SJNAT,0,1,0,72,1,0,109.15,7789.6,0,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,0,5,108.1888888888889,1,0,False,False,False,True,0.27151934733856564,Low Risk
0869-PAPRP,1,1,0,26,1,1,85.7,2067.0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,2,79.5,0,1,False,True,False,False,0.5948863742282946,Medium Risk
4238-JSSWH,1,1,0,35,1,0,102.05,3452.55,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,3,98.64428571428572,1,1,False,True,False,False,0.6517289016389478,High Risk
2972-YDYUW,0,0,0,57,1,0,94.7,5468.95,0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,0,3,95.94649122807016,1,0,False,False,True,False,0.3127389135662515,Medium Risk
1104-FEJAM,0,1,1,28,1,0,64.4,1802.15,0,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,2,64.3625,0,1,False,True,False,False,0.28928348269566745,Low Risk
2809-ILCYT,0,1,0,25,1,1,26.8,733.55,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,29.342,0,0,False,True,False,False,0.13369527259267958,Low Risk
5499-ECUTN,0,1,0,47,1,1,66.05,3021.45,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0,3,64.28617021276595,0,0,False,True,False,False,0.14247110766967785,Low Risk
4981-FLTMF,0,1,1,57,1,0,65.2,3687.85,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,0,3,64.69912280701755,0,1,False,False,True,False,0.16546216293663954,Low Risk
9121-PHQSR,1,1,0,16,1,1,85.05,1391.15,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1,86.946875,0,1,True,False,False,False,0.6998153220225475,High Risk
3113-IWHLC,0,0,0,5,1,1,55.8,274.35,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,54.870000000000005,0,1,False,False,False,False,0.4856736674292804,Medium Risk
3211-ILJTT,0,1,0,17,1,1,70.4,1214.05,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,71.41470588235293,0,1,True,False,False,False,0.644771066804508,High Risk
4612-THJBS,1,0,0,56,1,1,104.75,5510.65,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0,4,98.40446428571428,1,0,False,False,True,False,0.47369282408197394,Medium Risk
4277-BWBML,0,1,1,72,1,0,19.95,1322.85,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,18.372916666666665,0,0,False,False,False,True,0.010661116742647806,Low Risk
4094-NSEDU,1,0,0,21,1,1,94.25,1973.75,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0,2,93.98809523809524,1,1,True,False,False,False,0.7978686505348117,High Risk
0234-TEVTT,0,1,1,48,0,0,45.0,2196.3,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,0,3,45.75625,0,0,False,True,False,False,0.14678951023704662,Low Risk
4304-TSPVK,0,1,0,68,1,0,114.9,7843.55,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,115.34632352941176,1,0,False,False,False,True,0.11537711493262127,Low Risk
1552-AAGRX,0,0,0,30,1,0,106.4,3211.9,0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0,4,107.06333333333332,1,1,False,True,False,False,0.5731536272480274,Medium Risk
2637-FKFSY,0,1,0,3,1,1,46.1,130.15,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,43.38333333333333,0,1,False,False,False,False,0.6897126782030588,High Risk
9796-MVYXX,1,0,0,14,0,0,39.7,692.35,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0,3,49.45357142857143,0,0,True,False,False,False,0.08334364709053867,Low Risk
7874-ECPQJ,0,0,1,4,1,1,20.05,85.5,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1,0,21.375,0,1,False,False,False,False,0.19849341983998314,Low Risk
0020-INWCK,0,1,1,71,1,1,95.75,6849.4,0,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,0,3,96.47042253521126,1,0,False,False,False,True,0.11336738557267675,Low Risk
7089-RKVSZ,0,1,1,8,1,0,24.4,203.95,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,25.49375,0,0,False,False,False,False,0.06646230842164678,Low Risk
2683-JXWQQ,0,1,1,61,0,0,33.6,2117.2,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,2,34.708196721311474,0,1,False,False,False,True,0.24904215330774038,Low Risk
