customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure_bucket,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,is_new_customer,num_services,avg_monthly_spend,is_high_value,is_month_to_month
2604-XVDAM,0,0,0,12,1,0,43.8,540.95,0,0-12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,45.07916666666667,0,1
3717-OFRTN,0,0,0,1,1,0,19.75,19.75,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1,0,19.75,0,1
9046-JBFWA,0,0,1,27,1,0,19.15,537.35,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,19.901851851851852,0,1
3280-NMUVX,0,1,1,34,1,0,19.6,678.8,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,19.96470588235294,0,0
1206-EHBDD,0,1,0,56,1,0,80.3,4513.65,0,49-60,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,2,80.60089285714285,0,0
8361-LBRDI,0,0,0,58,1,0,24.35,1423.85,0,49-60,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,24.54913793103448,0,0
4883-KCPZJ,0,1,1,22,1,0,25.25,555.4,0,13-24,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,25.245454545454546,0,0
9108-EQPNQ,0,1,1,10,1,0,26.1,225.55,0,0-12,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,22.555,0,0
7277-KAMWT,0,0,0,13,1,0,20.0,268.45,0,13-24,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,20.65,0,0
3842-IYKUE,0,0,0,35,1,0,85.3,2917.5,1,25-48,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0,2,83.35714285714286,0,1
6641-XRPSU,0,0,0,34,1,1,70.0,2416.1,1,25-48,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,71.06176470588235,0,1
1374-DMZUI,1,0,0,4,1,1,94.3,424.45,1,0-12,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,1,2,106.1125,1,1
2545-LXYVJ,0,1,0,72,1,0,20.7,1492.1,0,61-72,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,20.72361111111111,0,0
3234-VKACU,0,0,0,2,1,0,70.3,132.4,0,0-12,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,1,3,66.2,0,1
8357-EQXFO,0,0,0,7,1,1,95.35,660.9,1,0-12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,3,94.41428571428571,1,1
1989-PRJHP,1,1,0,27,1,1,75.5,1893.95,1,25-48,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,70.1462962962963,0,1
8120-JDCAM,0,1,1,4,1,1,69.55,284.9,0,0-12,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,0,71.225,0,1
8917-FAEMR,0,0,0,37,1,0,19.85,784.25,0,25-48,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,21.195945945945947,0,0
7047-YXDMZ,0,0,0,21,1,0,20.0,417.7,0,13-24,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,19.89047619047619,0,1
2858-EIMXH,1,1,0,53,1,1,95.85,5016.25,0,49-60,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0,2,94.64622641509433,1,0
9524-EGPJC,0,0,0,18,1,1,90.1,1612.75,1,13-24,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,2,89.59722222222223,1,1
6993-OHLXR,0,0,0,2,1,0,68.95,119.75,1,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,59.875,0,1
8818-XYFCQ,0,1,1,32,1,1,99.55,3204.65,1,25-48,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0,3,100.1453125,1,1
6419-ZTTLE,1,1,0,23,1,1,20.75,485.2,0,13-24,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0,21.09565217391304,0,0
0929-HYQEW,0,0,0,3,1,1,50.15,160.85,0,0-12,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,53.61666666666667,0,1
6614-YOLAC,0,1,1,71,0,0,58.65,4145.25,0,61-72,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,0,5,58.38380281690141,0,0
7426-RHZGU,0,0,0,9,1,1,95.9,827.45,0,0-12,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0,3,91.9388888888889,1,1
4065-JJAVA,0,0,0,1,1,0,49.5,49.5,0,0-12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,49.5,0,1
4695-VADHF,0,1,1,18,1,0,57.45,990.85,1,13-24,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,2,55.047222222222224,0,1
3863-IUBJR,0,1,1,12,1,0,53.65,696.35,1,0-12,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0,1,58.02916666666667,0,0
7649-SIJJF,0,1,0,71,1,1,80.1,5585.4,0,61-72,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0,5,78.66760563380281,0,0
9361-YNQWJ,0,0,0,64,1,1,24.4,1601.2,0,61-72,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,25.01875,0,0
3748-FVMZZ,0,0,0,4,0,1,40.05,162.45,0,0-12,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1,2,40.6125,0,1
9391-TTOYH,0,0,0,23,1,1,19.5,470.2,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0,0,20.443478260869565,0,1
1452-XRSJV,0,1,1,39,1,0,51.05,2066.0,0,25-48,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,52.97435897435897,0,1
3422-WJOYD,0,1,0,28,1,0,54.35,1426.45,0,25-48,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,2,50.94464285714286,0,0
8242-SOQUO,1,0,0,5,1,1,84.7,392.5,0,0-12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,2,78.5,0,1
7460-ITWWP,1,1,0,45,1,1,86.1,3861.45,0,25-48,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,2,85.81,0,1
7147-AYBAA,0,0,0,37,1,1,70.35,2552.9,0,25-48,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,68.9972972972973,0,1
7868-TMWMZ,1,1,0,60,1,1,110.0,6668.35,0,49-60,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,111.13916666666667,1,0
4822-RVYBB,1,0,0,8,1,1,100.6,819.4,1,0-12,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,3,102.425,1,1
6732-FZUGP,0,0,0,47,1,0,94.9,4615.25,0,25-48,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0,3,98.19680851063829,1,0
8436-BJUMM,0,1,1,26,1,1,83.75,2070.6,1,25-48,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,1,79.63846153846154,0,1
4184-TJFAN,1,1,1,3,1,1,88.3,273.75,1,0-12,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,1,3,91.25,0,1
8329-GWVPJ,0,1,1,50,1,1,69.75,3557.7,0,49-60,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,71.154,0,1
1352-VHKAJ,0,1,1,27,1,0,71.6,1957.1,0,25-48,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,0,3,72.48518518518519,0,1
4145-UQXUQ,1,0,0,8,1,1,92.1,729.95,1,0-12,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,3,91.24375,1,1
2632-TACXW,0,1,0,62,1,0,23.65,1416.75,0,61-72,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,22.850806451612904,0,0
8146-QQKZH,0,1,0,71,1,0,81.85,5924.4,0,61-72,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,5,83.44225352112676,0,0
1767-CJKBA,0,0,0,66,1,0,25.1,1697.7,0,61-72,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,25.722727272727273,0,0
6445-TNRXS,0,1,1,68,1,1,114.7,7849.85,0,61-72,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0,6,115.43897058823529,1,0
4581-LNWUM,0,0,0,13,0,0,49.15,649.4,0,13-24,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,3,49.95384615384615,0,1
4869-EPIUS,0,1,0,56,1,1,80.9,4557.5,0,49-60,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,0,1,81.38392857142857,0,0
9948-YPTDG,0,1,0,38,1,1,79.45,3013.05,1,25-48,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,2,79.29078947368421,0,1
1236-WFCDV,1,0,0,14,1,0,90.45,1266.1,1,13-24,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0,2,90.43571428571428,1,1
1915-OAKWD,0,0,1,16,1,1,19.3,360.35,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,22.521875,0,0
7296-PIXQY,0,1,1,14,1,0,70.2,1046.5,0,13-24,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,74.75,0,1
4883-QICIH,0,1,1,32,1,1,69.75,2347.9,1,25-48,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,73.371875,0,1
3354-OADJP,0,0,0,8,1,0,54.25,447.75,0,0-12,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0,2,55.96875,0,0
3524-WQDSG,0,1,1,43,1,1,99.3,4209.95,0,25-48,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,3,97.90581395348836,1,1
0810-DHDBD,0,0,0,52,1,0,74.0,3877.65,0,49-60,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,0,4,74.57019230769231,0,0
4026-SKKHW,0,0,0,3,1,1,50.25,152.3,0,0-12,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1,50.76666666666667,0,1
2829-HYVZP,0,0,0,29,1,1,19.8,572.2,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,19.731034482758623,0,0
8329-IBCTI,0,0,0,1,1,0,19.65,19.65,1,0-12,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,19.65,0,1
1271-SJBGZ,1,0,0,12,0,1,43.65,526.95,1,0-12,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0,3,43.9125,0,1
3845-JHAMY,0,1,1,16,0,1,35.5,552.7,0,13-24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0,1,34.54375,0,1
7013-PSXHK,0,0,0,40,1,1,80.75,3208.65,0,25-48,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,True,0,4,80.21625,0,0
5669-SRAIP,0,0,0,5,0,0,39.5,210.75,1,0-12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,2,42.15,0,1
5981-ITEMU,0,1,0,40,1,1,97.1,3706.95,1,25-48,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,2,92.67375,1,1
3486-NPGST,0,0,0,36,1,0,19.55,620.75,0,25-48,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,17.243055555555557,0,0
6941-PMGEP,0,0,0,5,1,1,80.0,412.5,1,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,82.5,0,1
1624-WOIWJ,0,0,0,10,1,1,84.7,832.05,1,0-12,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0,2,83.205,0,1
2074-GKOWZ,0,1,1,2,1,1,89.55,185.55,1,0-12,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,2,92.775,0,1
0376-YMCJC,0,0,0,23,1,1,90.6,1943.2,1,13-24,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,2,84.48695652173913,1,1
6100-FJZDG,0,1,1,26,1,1,20.05,505.9,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0,0,19.457692307692305,0,0
4829-ZLJTK,1,1,0,72,1,1,112.4,8046.85,0,61-72,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,0,5,111.76180555555555,1,0
1730-VFMWO,0,1,0,34,1,0,50.2,1815.3,0,25-48,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,53.391176470588235,0,1
7143-BQIBA,0,0,0,10,1,0,62.25,612.95,0,0-12,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,0,3,61.295,0,1
3800-LYTRK,0,0,0,14,1,0,55.7,795.15,0,13-24,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,2,56.79642857142857,0,0
0634-SZPQA,0,0,0,23,1,1,90.05,2169.8,1,13-24,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,2,94.33913043478262,1,1
9646-NMHXE,0,1,0,47,1,0,19.65,973.1,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0,0,20.70425531914894,0,0
7030-NJVDP,0,1,0,24,1,1,89.25,2210.2,0,13-24,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,3,92.09166666666665,0,1
5536-RTPWK,0,1,0,49,1,1,99.05,4853.75,1,49-60,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,0,3,99.0561224489796,1,1
8883-GRDWQ,1,0,0,20,1,0,54.0,1055.9,0,13-24,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,2,52.795,0,0
6166-ILMNY,0,0,0,2,1,0,69.75,144.55,1,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,72.275,0,1
3097-NNSPB,0,0,0,2,1,1,49.05,91.1,1,0-12,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,45.55,0,1
7771-ZONAT,0,0,0,22,0,0,56.75,1304.85,0,13-24,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,4,59.31136363636363,0,0
0655-RBDUG,0,0,0,7,1,1,98.05,713.0,1,0-12,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,0,3,101.85714285714286,1,1
2111-DWYHN,0,0,0,1,1,0,21.1,21.1,0,0-12,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1,0,21.1,0,1
4194-WHFCB,0,1,1,59,1,1,96.65,5580.8,0,49-60,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0,3,94.58983050847458,1,1
4121-AGSIN,0,1,1,58,1,1,24.5,1497.9,0,49-60,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,25.82586206896552,0,0
4361-BKAXE,0,0,0,41,1,1,114.5,4527.45,1,25-48,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0,6,110.42560975609756,1,1
9845-PEEKO,1,0,0,59,1,1,79.2,4590.35,0,49-60,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,77.80254237288136,0,0
0455-XFASS,0,1,1,3,1,1,69.55,200.2,0,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,0,66.73333333333333,0,1
0301-KOBTQ,0,0,0,32,1,1,20.05,614.45,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,19.2015625,0,0
1751-NCDLI,1,1,0,46,1,1,98.85,4564.9,0,25-48,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0,3,99.23695652173912,1,1
4367-NUYAO,0,1,1,0,1,0,25.75,25.75,0,,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,1,0,25.75,0,0
9878-TNQGW,0,0,0,2,1,1,80.95,171.15,1,0-12,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1,1,85.575,0,1
9170-ARBTB,0,1,1,52,1,0,19.6,1012.4,0,49-60,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0,0,19.46923076923077,0,0
4441-NIHPT,1,0,0,13,1,1,74.3,940.35,1,13-24,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,1,72.33461538461539,0,1
8999-BOHSE,1,0,0,11,1,0,89.7,1047.7,1,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,0,2,95.24545454545455,0,1
7241-AJHFS,0,0,0,32,1,0,87.65,2766.4,0,25-48,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,2,86.45,0,1
7029-RPUAV,1,1,0,17,1,1,100.45,1622.45,1,13-24,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0,3,95.43823529411765,1,1
4546-FOKWR,0,0,0,16,1,1,74.75,1129.35,0,13-24,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,70.584375,0,1
9036-CSKBW,0,0,0,51,1,0,107.45,5680.9,0,49-60,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,0,5,111.39019607843136,1,0
5832-TRLPB,0,0,0,29,1,1,75.35,2243.9,0,25-48,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,0,4,77.37586206896552,0,0
8590-YFFQO,0,1,0,70,1,0,64.95,4523.25,0,61-72,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,0,4,64.61785714285715,0,0
8659-IOOPU,0,1,1,71,1,0,100.45,7159.7,0,61-72,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,0,4,100.84084507042253,1,0
1338-CECEE,0,1,1,41,1,0,68.5,2839.95,0,25-48,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0,3,69.2670731707317,0,0
7439-DKZTW,0,0,0,1,1,1,80.55,80.55,0,0-12,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,80.55,0,1
4646-QZXTF,0,1,0,7,1,0,81.25,580.1,0,0-12,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,0,5,82.87142857142858,0,1
4607-CHPCA,0,1,1,25,1,1,90.4,2178.6,1,25-48,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0,2,87.14399999999999,1,0
9742-XOKTS,0,1,1,67,1,0,89.55,6038.55,0,61-72,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,0,3,90.12761194029851,0,0
6921-OZMFH,0,1,1,5,1,1,55.7,259.4,0,0-12,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1,1,51.879999999999995,0,1
9578-FOMUK,0,0,1,15,1,1,24.8,324.15,0,13-24,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0,21.61,0,1
4712-UYOOI,0,1,1,20,1,0,20.0,417.65,0,13-24,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0,20.8825,0,1
8824-RWFXJ,0,1,1,3,1,1,56.15,168.15,1,0-12,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,1,2,56.050000000000004,0,1
7722-CVFXN,0,1,1,54,1,1,105.2,5637.85,0,49-60,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,0,4,104.40462962962964,1,0
8717-VCTXJ,0,0,0,42,1,1,19.55,839.4,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0,0,19.985714285714284,0,0
7363-QTBIW,0,1,0,9,1,1,79.75,769.1,0,0-12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0,1,85.45555555555556,0,1
4159-NAAIX,0,0,0,63,1,0,97.45,6253.0,0,61-72,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,0,3,99.25396825396825,1,0
0971-QIFJK,0,1,0,69,1,0,24.25,1641.8,0,61-72,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0,0,23.794202898550726,0,0
9397-TZSHA,0,0,0,69,1,0,24.6,1678.05,0,61-72,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0,0,24.319565217391304,0,0
3391-JSQEW,0,1,0,40,1,1,50.15,2058.5,0,25-48,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0,1,51.4625,0,1
0343-QLUZP,0,0,0,60,0,0,39.6,2424.5,0,49-60,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0,3,40.40833333333333,0,0
9763-PDTKK,0,0,0,4,1,1,94.4,387.2,1,0-12,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1,4,96.8,1,1
2176-LVPNX,1,0,0,71,1,0,89.85,6293.45,0,61-72,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0,6,88.64014084507042,0,0
7627-JKIAZ,0,1,0,37,1,1,78.95,2839.65,1,25-48,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,1,76.7472972972973,0,1
3312-UUMZW,0,1,0,32,1,1,98.85,3145.9,0,25-48,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0,3,98.309375,1,1
1271-UODNO,0,0,0,39,1,1,53.85,2200.7,0,25-48,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0,1,56.42820512820512,0,0
8461-EFQYM,0,0,0,38,1,1,24.25,914.4,0,25-48,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0,0,24.063157894736843,0,0
6900-RBKER,0,0,0,52,1,1,89.45,4577.75,0,49-60,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,0,2,88.03365384615384,0,0
6891-JPYFF,0,1,1,48,1,1,105.25,4997.5,0,25-48,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0,4,104.11458333333333,1,1
1459-QNFQT,0,1,1,70,0,0,59.5,4144.8,0,61-72,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0,5,59.21142857142858,0,0
1047-NNCBF,0,0,0,20,1,0,70.55,1493.55,0,13-24,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,74.6775,0,1
3696-XRIEN,0,0,0,50,1,1,82.5,4179.1,0,49-60,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,0,5,83.58200000000001,0,0
4081-DYXAV,0,0,0,19,0,1,44.85,893.55,1,13-24,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0,2,47.02894736842105,0,0
0074-HDKDG,0,1,1,25,1,1,61.6,1611.0,0,25-48,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,3,64.44,0,0
8791-GFXLZ,0,0,0,12,1,1,49.05,593.05,0,0-12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,49.42083333333333,0,1
8111-SLLHI,1,1,0,39,1,1,105.65,4284.8,1,25-48,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0,4,109.86666666666667,1,1
0927-LCSMG,0,0,0,7,1,0,74.65,544.55,1,0-12,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,1,77.79285714285713,0,1
9330-DHBFL,0,1,1,23,1,1,66.25,1533.8,0,13-24,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,0,4,66.68695652173913,0,0
0098-BOWSO,0,0,0,27,1,1,19.4,529.8,0,25-48,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0,0,19.62222222222222,0,1
3452-ABWRL,1,0,0,47,1,1,86.05,3865.6,0,25-48,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1,82.2468085106383,0,1
